zipcode,percentage_asian,percentage_black,percentage_two_or_more,percentage_white,percentage_other
76401,0.009920047379330768,0.01787829434409239,0.019803079656499852,0.902465205803968,0.04341871483565295
76402,0.011614401858304297,0.06620209059233449,0.003484320557491289,0.8815331010452961,0.015098722415795587
13834,0.0,0.0,0.0,0.9791666666666666,0.0
13835,0.0,0.0,0.01733232856066315,0.9819140919366993,0.0
13830,0.005775741884086835,0.010754829715196175,0.009958175662218682,0.9583748257319259,0.014937263493328022
13832,0.0,0.0,0.02225519287833828,0.9599406528189911,0.0
30014,0.005445088584276968,0.32025789673294686,0.014086796337432952,0.6486698813458308,0.006989218182803273
13838,0.00853740732419681,0.0,0.005841383958660975,0.9853965401033475,0.0
30017,0.03428897572112218,0.28397067216929356,0.025903323528120473,0.6314264389515739,0.0187469816042499
8050,0.007699365699924203,0.004747277296844457,0.008736585949654924,0.9776598715442614,0.001117006422786931
76228,0.0,0.01364877161055505,0.023657870791628753,0.9399454049135578,0.0
8055,0.018351977772903413,0.02723550486217738,0.014257512612415004,0.9277984938217445,0.010638297872340425
8054,0.08155163342421198,0.08353661453101832,0.0284115368058545,0.7904529583393122,0.01485148514851485
38358,0.008060864052169188,0.1716330042568608,0.014129154967847115,0.7944026809165836,0.005162575853636446
38359,0.0,0.0,0.0,0.9825174825174825,0.0
38352,0.0,0.0,0.0,0.9378109452736318,0.05970149253731343
38351,0.001383968113374668,0.09100974313551816,0.03188662533215235,0.8656997342781222,0.009964570416297608
38356,0.0,0.2077870480731029,0.007151370679380214,0.7846642828764402,0.0
76226,0.008082861429746867,0.02027975412613136,0.008179662165432457,0.9362083151831954,0.024490586128454575
38355,0.0,0.07057890563045202,0.006661379857256146,0.9149881046788263,0.007613005551149881
47035,0.0,0.0,0.0,0.9974747474747475,0.0
47034,0.0,0.0,0.0,0.9919354838709677,0.0
47037,0.011858559724018974,0.0010780508840017248,0.019404915912031046,0.956877964639931,0.010564898663216905
47036,0.0,0.00658513640639699,0.0,0.9924741298212606,0.0
47031,0.0,0.0,0.01726121979286536,0.9746835443037974,0.002685078634445723
47030,0.0,0.0,0.0,0.9849377865094957,0.0
11579,0.017050777590406595,0.04403222784335769,0.017425519955030916,0.9070638935731684,0.01424020985572419
47032,0.0,0.0,0.006024096385542169,0.9917564996829423,0.0019023462270133164
11577,0.18523731331613105,0.024005004300570804,0.031198686371100164,0.7237469700523887,0.03573383376339041
11576,0.14246308615933798,0.006246957650494889,0.018740872951484668,0.8272756774298231,0.005192276488723025
11575,0.008875562218890555,0.64047976011994,0.08737631184407796,0.15178410794602698,0.11070464767616192
47038,0.0,0.003067484662576687,0.04785276073619632,0.9484662576687116,0.0
11570,0.012295228877657096,0.09535075456142238,0.03516507151306592,0.8191561816682797,0.022618919597089292
82450,0.0,0.0,0.0,0.9913793103448276,0.0
19380,0.05193618247203513,0.03751167272655024,0.012358188790208818,0.894240130337168,0.00345711390594266
19382,0.03976359774679102,0.05130667651676055,0.015643180349062702,0.884476867670145,0.007960107119770986
19383,0.02726063829787234,0.11835106382978723,0.04288563829787234,0.8018617021276596,0.006648936170212766
46128,0.0005494505494505495,0.0,0.0,0.9989010989010989,0.0
97145,0.0,0.0,0.0,0.9956521739130435,0.0
